Point ID,Points_0,Points_1,Points_2,Points_Magnitude,U_0,U_1,U_2,U_Magnitude,arc_length,p,static(p),stressTensor_0,stressTensor_1,stressTensor_2,stressTensor_3,stressTensor_4,stressTensor_5,stressTensor_6,stressTensor_7,stressTensor_8,stressTensor_Magnitude,vtkValidPointMask
234,0,0,7.02,7.02,-2.15068e-10,3.45638e-12,1.00145e-07,1.00145e-07,7.02,-9029.85,-9029.85,-1.28305e-08,1.45207e-09,2.93212e-10,1.45207e-09,-7.62173e-09,5.67971e-09,2.93212e-10,5.67971e-09,5.79847e-08,6.0447e-08,1
235,0,0,7.05,7.05,-2.27621e-10,-1.28715e-12,1.01637e-07,1.01637e-07,7.05,-9029.85,-9029.85,-1.2903e-08,1.3852e-09,3.17793e-10,1.3852e-09,-7.96612e-09,5.60162e-09,3.17793e-10,5.60162e-09,5.67678e-08,5.93239e-08,1
236,0,0,7.08,7.08,-2.55382e-10,-1.75522e-11,1.03512e-07,1.03512e-07,7.08,-9029.85,-9029.85,-1.3084e-08,1.3549e-09,5.46936e-10,1.3549e-09,-8.41376e-09,5.456e-09,5.46936e-10,5.456e-09,5.54589e-08,5.81505e-08,1
237,0,0,7.11,7.11,-2.83144e-10,-3.38175e-11,1.05386e-07,1.05387e-07,7.11,-9029.85,-9029.85,-1.32649e-08,1.32461e-09,7.76082e-10,1.32461e-09,-8.8614e-09,5.31038e-09,7.76082e-10,5.31038e-09,5.41499e-08,5.69896e-08,1
238,0,0,7.14,7.14,-3.10905e-10,-5.00826e-11,1.07261e-07,1.07261e-07,7.14,-9029.85,-9029.85,-1.34459e-08,1.29432e-09,1.00522e-09,1.29432e-09,-9.30904e-09,5.16477e-09,1.00522e-09,5.16477e-09,5.2841e-08,5.58421e-08,1
239,0,0,7.17,7.17,-3.38666e-10,-6.63479e-11,1.09136e-07,1.09136e-07,7.17,-9029.85,-9029.85,-1.36269e-08,1.26402e-09,1.23437e-09,1.26402e-09,-9.75669e-09,5.01915e-09,1.23437e-09,5.01915e-09,5.15321e-08,5.47089e-08,1
240,0,0,7.2,7.2,-3.35366e-10,-4.0273e-11,1.10156e-07,1.10156e-07,7.2,-9029.85,-9029.85,-1.34573e-08,1.23686e-09,8.09493e-10,1.23686e-09,-9.84454e-09,4.90529e-09,8.09493e-10,4.90529e-09,5.22417e-08,5.53146e-08,1
241,0,0,7.23,7.23,-3.22082e-10,1.53374e-11,1.1066e-07,1.10661e-07,7.23,-9029.85,-9029.85,-1.31906e-08,1.21042e-09,5.99784e-10,1.21042e-09,-9.7556e-09,4.6643e-09,5.99784e-10,4.6643e-09,5.35963e-08,5.64703e-08,1
242,0,0,7.26,7.26,-3.08879e-10,7.09229e-11,1.11165e-07,1.11166e-07,7.26,-9029.85,-9029.85,-1.29237e-08,1.18398e-09,3.87655e-10,1.18398e-09,-9.66667e-09,4.42177e-09,3.87655e-10,4.42177e-09,5.49511e-08,5.76394e-08,1
243,0,0,7.29,7.29,-2.95691e-10,1.26503e-10,1.1167e-07,1.11671e-07,7.29,-9029.85,-9029.85,-1.26567e-08,1.15753e-09,1.75071e-10,1.15753e-09,-9.57774e-09,4.17895e-09,1.75071e-10,4.17895e-09,5.63058e-08,5.88213e-08,1
244,0,0,7.32,7.32,-2.82509e-10,1.82082e-10,1.12175e-07,1.12176e-07,7.32,-9029.85,-9029.85,-1.23897e-08,1.13108e-09,-3.76822e-11,1.13108e-09,-9.48881e-09,3.93603e-09,-3.76822e-11,3.93603e-09,5.76606e-08,6.00153e-08,1
245,0,0,7.35,7.35,-2.97489e-10,2.33766e-10,1.13384e-07,1.13384e-07,7.35,-9029.85,-9029.85,-1.21897e-08,1.15042e-09,-2.54058e-10,1.15042e-09,-9.47686e-09,3.6655e-09,-2.54058e-10,3.6655e-09,5.87119e-08,6.09519e-08,1
246,0,0,7.38,7.38,-3.57497e-10,2.79279e-10,1.15721e-07,1.15721e-07,7.38,-9029.85,-9029.85,-1.20988e-08,1.24353e-09,-4.66463e-10,1.24353e-09,-9.58879e-09,3.35677e-09,-4.66463e-10,3.35677e-09,5.92739e-08,6.14637e-08,1
247,0,0,7.41,7.41,-4.16675e-10,3.25048e-10,1.18049e-07,1.1805e-07,7.41,-9029.85,-9029.85,-1.20111e-08,1.33676e-09,-6.5404e-10,1.33676e-09,-9.70057e-09,3.06386e-09,-6.5404e-10,3.06386e-09,5.98344e-08,6.19816e-08,1
248,0,0,7.44,7.44,-4.73288e-10,3.69701e-10,1.20287e-07,1.20289e-07,7.44,-9029.85,-9029.85,-1.18846e-08,1.44353e-09,-7.11221e-10,1.44353e-09,-9.76009e-09,2.72156e-09,-7.11221e-10,2.72156e-09,6.03205e-08,6.24104e-08,1
249,0,0,7.47,7.47,-5.25119e-10,4.10957e-10,1.22355e-07,1.22357e-07,7.47,-9029.85,-9029.85,-1.16653e-08,1.60102e-09,-4.9699e-10,1.60102e-09,-9.71692e-09,2.32865e-09,-4.9699e-10,2.32865e-09,6.06217e-08,6.26255e-08,1
250,0,0,7.5,7.5,-5.74465e-10,4.4369e-10,1.23973e-07,1.23975e-07,7.5,-9029.85,-9029.85,-1.13164e-08,1.80761e-09,-7.99052e-10,1.80761e-09,-9.68785e-09,2.04208e-09,-7.99052e-10,2.04208e-09,6.07356e-08,6.26648e-08,1
251,0,0,7.53,7.53,-6.29679e-10,5.01965e-10,1.2444e-07,1.24443e-07,7.53,-9029.85,-9029.85,-1.09502e-08,1.60817e-09,-2.32938e-09,1.60817e-09,-9.35404e-09,1.1437e-09,-2.32938e-09,1.1437e-09,5.94214e-08,6.12939e-08,1
252,0,0,7.56,7.56,-6.54976e-10,5.80398e-10,1.2475e-07,1.24753e-07,7.56,-9029.85,-9029.85,-1.07342e-08,1.54668e-09,-3.29286e-09,1.54668e-09,-9.20373e-09,1.60719e-10,-3.29286e-09,1.60719e-10,5.87479e-08,6.06446e-08,1
253,0,0,7.59,7.59,-6.79486e-10,6.58279e-10,1.25068e-07,1.25072e-07,7.59,-9029.85,-9029.85,-1.05279e-08,1.50618e-09,-4.22609e-09,1.50618e-09,-9.06649e-09,-8.76486e-10,-4.22609e-09,-8.76486e-10,5.8145e-08,6.01305e-08,1
254,0,0,7.62,7.62,-7.03987e-10,7.36074e-10,1.25377e-07,1.25381e-07,7.62,-9029.85,-9029.85,-1.03213e-08,1.46711e-09,-5.17411e-09,1.46711e-09,-8.92626e-09,-1.94483e-09,-5.17411e-09,-1.94483e-09,5.75495e-08,5.96956e-08,1
255,0,0,7.65,7.65,-7.28391e-10,8.11044e-10,1.25795e-07,1.258e-07,7.65,-9029.85,-9029.85,-1.01806e-08,1.49578e-09,-5.87491e-09,1.49578e-09,-8.87723e-09,-3.04721e-09,-5.87491e-09,-3.04721e-09,5.70026e-08,5.93617e-08,1
256,0,0,7.68,7.68,-7.87502e-10,8.50252e-10,1.27101e-07,1.27106e-07,7.68,-9029.85,-9029.85,-1.02921e-08,1.6307e-09,-5.55082e-09,1.6307e-09,-9.07429e-09,-3.15365e-09,-5.55082e-09,-3.15365e-09,5.79958e-08,6.03209e-08,1
257,0,0,7.71,7.71,-8.61851e-10,9.02645e-10,1.28342e-07,1.28348e-07,7.71,-9029.85,-9029.85,-1.02461e-08,1.55465e-09,-5.71888e-09,1.55465e-09,-9.01919e-09,-2.29259e-09,-5.71888e-09,-2.29259e-09,5.94431e-08,6.16487e-08,1
258,0,0,7.74,7.74,-9.30684e-10,9.69879e-10,1.29548e-07,1.29555e-07,7.74,-9029.85,-9029.85,-1.0238e-08,1.56318e-09,-5.76698e-09,1.56318e-09,-9.04193e-09,-1.37876e-09,-5.76698e-09,-1.37876e-09,6.06618e-08,6.27825e-08,1
259,0,0,7.77,7.77,-1.00123e-09,1.03814e-09,1.30741e-07,1.30749e-07,7.77,-9029.85,-9029.85,-1.02214e-08,1.57086e-09,-5.91629e-09,1.57086e-09,-9.05778e-09,-3.90985e-10,-5.91629e-09,-3.90985e-10,6.18468e-08,6.3928e-08,1
260,0,0,7.8,7.8,-1.07392e-09,1.10769e-09,1.31917e-07,1.31926e-07,7.8,-9029.85,-9029.85,-1.01939e-08,1.57747e-09,-6.19248e-09,1.57747e-09,-9.06502e-09,6.89484e-10,-6.19248e-09,6.89484e-10,6.29892e-08,6.50872e-08,1
261,0,0,7.83,7.83,-1.13267e-09,1.02963e-09,1.33422e-07,1.33431e-07,7.83,-9029.85,-9029.85,-1.04618e-08,1.42632e-09,-4.53528e-09,1.42632e-09,-8.8566e-09,-1.68954e-10,-4.53528e-09,-1.68954e-10,6.53633e-08,6.71231e-08,1
262,0,0,7.86,7.86,-1.21771e-09,9.59879e-10,1.34996e-07,1.35005e-07,7.86,-9029.85,-9029.85,-1.06793e-08,1.35115e-09,-4.04779e-09,1.35115e-09,-8.77097e-09,-6.72009e-10,-4.04779e-09,-6.72009e-10,6.71333e-08,6.88127e-08,1
263,0,0,7.89,7.89,-1.31523e-09,9.0954e-10,1.36561e-07,1.36571e-07,7.89,-9029.85,-9029.85,-1.08434e-08,1.32414e-09,-4.2593e-09,1.32414e-09,-8.75838e-09,-8.12956e-10,-4.2593e-09,-8.12956e-10,6.85191e-08,7.02158e-08,1
264,0,0,7.92,7.92,-1.41875e-09,8.69474e-10,1.38124e-07,1.38134e-07,7.92,-9029.85,-9029.85,-1.09819e-08,1.31985e-09,-4.79833e-09,1.31985e-09,-8.78262e-09,-7.65478e-10,-4.79833e-09,-7.65478e-10,6.97342e-08,7.14934e-08,1
265,0,0,7.95,7.95,-1.52498e-09,8.49209e-10,1.39794e-07,1.39805e-07,7.95,-9029.85,-9029.85,-1.11181e-08,1.30673e-09,-5.41342e-09,1.30673e-09,-8.87817e-09,-2.47642e-10,-5.41342e-09,-2.47642e-10,7.1241e-08,7.30743e-08,1
266,0,0,7.98,7.98,-1.64747e-09,7.40899e-10,1.4163e-07,1.41641e-07,7.98,-9029.85,-9029.85,-1.12713e-08,1.29095e-09,-6.9898e-09,1.29095e-09,-8.94137e-09,-1.07575e-10,-6.9898e-09,-1.07575e-10,7.21274e-08,7.42322e-08,1
267,0,0,8.01,8.01,-1.76445e-09,5.94484e-10,1.4325e-07,1.43262e-07,8.01,-9029.85,-9029.85,-1.12893e-08,1.3165e-09,-8.15922e-09,1.3165e-09,-8.9417e-09,-2.09696e-10,-8.15922e-09,-2.09696e-10,7.23508e-08,7.46909e-08,1
268,0,0,8.04,8.04,-1.87105e-09,4.53318e-10,1.44835e-07,1.44848e-07,8.04,-9029.85,-9029.85,-1.13011e-08,1.35278e-09,-9.19992e-09,1.35278e-09,-8.93951e-09,-2.79406e-10,-9.19992e-09,-2.79406e-10,7.24829e-08,7.50633e-08,1
269,0,0,8.07,8.07,-1.9689e-09,3.16575e-10,1.46389e-07,1.46403e-07,8.07,-9029.85,-9029.85,-1.13076e-08,1.39808e-09,-1.01322e-08,1.39808e-09,-8.93521e-09,-3.21806e-10,-1.01322e-08,-3.21806e-10,7.25383e-08,7.53587e-08,1
270,0,0,8.1,8.1,-1.98388e-09,1.93407e-10,1.48683e-07,1.48696e-07,8.1,-9029.85,-9029.85,-1.09669e-08,1.22682e-09,-1.011e-08,1.22682e-09,-9.00737e-09,-1.95339e-09,-1.011e-08,-1.95339e-09,7.17316e-08,7.45782e-08,1
271,0,0,8.13,8.13,-1.99875e-09,1.29728e-10,1.50343e-07,1.50356e-07,8.13,-9029.85,-9029.85,-1.09644e-08,1.13547e-09,-9.96006e-09,1.13547e-09,-9.11873e-09,-2.13193e-09,-9.96006e-09,-2.13193e-09,7.17673e-08,7.45922e-08,1
272,0,0,8.16,8.16,-2.02751e-09,8.39934e-11,1.52021e-07,1.52034e-07,8.16,-9029.85,-9029.85,-1.09691e-08,1.11393e-09,-1.04073e-08,1.11393e-09,-9.23833e-09,-2.23214e-09,-1.04073e-08,-2.23214e-09,7.1644e-08,7.46164e-08,1
273,0,0,8.19,8.19,-2.07124e-09,5.41474e-11,1.5387e-07,1.53884e-07,8.19,-9029.85,-9029.85,-1.09137e-08,1.14173e-09,-1.15073e-08,1.14173e-09,-9.3712e-09,-2.38919e-09,-1.15073e-08,-2.38919e-09,7.12616e-08,7.45922e-08,1
274,0,0,8.22,8.22,-2.02976e-09,3.16121e-11,1.54566e-07,1.54579e-07,8.22,-9029.85,-9029.85,-1.11394e-08,1.03856e-09,-1.07326e-08,1.03856e-09,-9.56222e-09,-1.65985e-09,-1.07326e-08,-1.65985e-09,7.26062e-08,7.56652e-08,1
275,0,0,8.25,8.25,-2.00736e-09,1.8107e-11,1.55847e-07,1.5586e-07,8.25,-9029.85,-9029.85,-1.13797e-08,9.75342e-10,-1.02794e-08,9.75342e-10,-9.70788e-09,-8.75452e-10,-1.02794e-08,-8.75452e-10,7.36581e-08,7.65769e-08,1
276,0,0,8.28,8.28,-2.05693e-09,3.86409e-11,1.59e-07,1.59014e-07,8.28,-9029.85,-9029.85,-1.17001e-08,1.10955e-09,-1.09802e-08,1.10955e-09,-9.81969e-09,-4.49938e-10,-1.09802e-08,-4.49938e-10,7.37244e-08,7.68935e-08,1
277,0,0,8.31,8.31,-2.10641e-09,5.92324e-11,1.62143e-07,1.62156e-07,8.31,-9029.85,-9029.85,-1.20224e-08,1.24543e-09,-1.16758e-08,1.24543e-09,-9.93648e-09,-4.32438e-11,-1.16758e-08,-4.32438e-11,7.37976e-08,7.72342e-08,1
278,0,0,8.34,8.34,-2.13529e-09,8.10297e-11,1.64785e-07,1.64798e-07,8.34,-9029.85,-9029.85,-1.22568e-08,1.32925e-09,-1.2169e-08,1.32925e-09,-1.00487e-08,2.40185e-10,-1.2169e-08,2.40185e-10,7.36562e-08,7.73063e-08,1
279,0,0,8.37,8.37,-2.09892e-09,1.38729e-10,1.66954e-07,1.66967e-07,8.37,-9029.85,-9029.85,-1.24504e-08,1.39256e-09,-1.16656e-08,1.39256e-09,-1.0161e-08,1.13102e-09,-1.16656e-08,1.13102e-09,7.31188e-08,7.67022e-08,1
280,0,0,8.4,8.4,-2.08882e-09,2.2928e-10,1.68423e-07,1.68436e-07,8.4,-9029.85,-9029.85,-1.26628e-08,1.46879e-09,-1.14777e-08,1.46879e-09,-1.05746e-08,8.89082e-10,-1.14777e-08,8.89082e-10,7.28904e-08,7.6515e-08,1
281,0,0,8.43,8.43,-2.10639e-09,3.25613e-10,1.67869e-07,1.67882e-07,8.43,-9029.85,-9029.85,-1.29424e-08,1.40188e-09,-1.12175e-08,1.40188e-09,-1.12012e-08,1.5157e-09,-1.12175e-08,1.5157e-09,7.2977e-08,7.66733e-08,1
282,0,0,8.46,8.46,-2.11983e-09,4.23649e-10,1.67309e-07,1.67323e-07,8.46,-9029.85,-9029.85,-1.32074e-08,1.33465e-09,-1.08963e-08,1.33465e-09,-1.18201e-08,2.1866e-09,-1.08963e-08,2.1866e-09,7.30726e-08,7.68397e-08,1
283,0,0,8.49,8.49,-2.13232e-09,5.22078e-10,1.66747e-07,1.66762e-07,8.49,-9029.85,-9029.85,-1.3469e-08,1.26734e-09,-1.05611e-08,1.26734e-09,-1.24371e-08,2.86773e-09,-1.05611e-08,2.86773e-09,7.31703e-08,7.70242e-08,1
284,0,0,8.52,8.52,-2.22662e-09,6.47667e-10,1.6729e-07,1.67306e-07,8.52,-9029.85,-9029.85,-1.38648e-08,1.18095e-09,-1.09397e-08,1.18095e-09,-1.30227e-08,4.60139e-09,-1.09397e-08,4.60139e-09,7.33949e-08,7.76732e-08,1
285,0,0,8.55,8.55,-2.34781e-09,7.72915e-10,1.68939e-07,1.68957e-07,8.55,-9029.85,-9029.85,-1.4353e-08,1.15325e-09,-1.21409e-08,1.15325e-09,-1.36975e-08,5.22199e-09,-1.21409e-08,5.22199e-09,7.51254e-08,7.99341e-08,1
286,0,0,8.58,8.58,-2.40801e-09,8.7692e-10,1.7058e-07,1.70599e-07,8.58,-9029.85,-9029.85,-1.47708e-08,1.19665e-09,-1.32847e-08,1.19665e-09,-1.44655e-08,3.9553e-09,-1.32847e-08,3.9553e-09,7.81669e-08,8.32142e-08,1
287,0,0,8.61,8.61,-2.34535e-09,9.91056e-10,1.72855e-07,1.72874e-07,8.61,-9029.85,-9029.85,-1.48706e-08,1.07719e-09,-1.24134e-08,1.07719e-09,-1.46659e-08,3.38361e-09,-1.24134e-08,3.38361e-09,8.40786e-08,8.85372e-08,1
288,0,0,8.64,8.64,-2.40497e-09,1.09302e-09,1.76554e-07,1.76574e-07,8.64,-9029.85,-9029.85,-1.54916e-08,1.20722e-09,-1.28347e-08,1.20722e-09,-1.52639e-08,2.88458e-09,-1.28347e-08,2.88458e-09,8.90728e-08,9.35733e-08,1
289,0,0,8.67,8.67,-2.4648e-09,1.19478e-09,1.80227e-07,1.80248e-07,8.67,-9029.85,-9029.85,-1.6103e-08,1.34341e-09,-1.32714e-08,1.34341e-09,-1.58601e-08,2.34772e-09,-1.32714e-08,2.34772e-09,9.40099e-08,9.85678e-08,1
290,0,0,8.7,8.7,-2.52487e-09,1.29614e-09,1.83868e-07,1.83889e-07,8.7,-9029.85,-9029.85,-1.67014e-08,1.48734e-09,-1.37301e-08,1.48734e-09,-1.64543e-08,1.7603e-09,-1.37301e-08,1.7603e-09,9.88749e-08,1.03506e-07,1
291,0,0,8.73,8.73,-2.56632e-09,1.32306e-09,1.86498e-07,1.8652e-07,8.73,-9029.85,-9029.85,-1.6832e-08,1.43259e-09,-1.2885e-08,1.43259e-09,-1.67191e-08,1.45429e-09,-1.2885e-08,1.45429e-09,1.02502e-07,1.06817e-07,1
292,0,0,8.76,8.76,-2.79051e-09,1.30768e-09,1.87866e-07,1.87891e-07,8.76,-9029.85,-9029.85,-1.65321e-08,1.24064e-09,-1.34382e-08,1.24064e-09,-1.69039e-08,3.88881e-09,-1.34382e-08,3.88881e-09,9.948e-08,1.04162e-07,1
293,0,0,8.79,8.79,-3.01604e-09,1.29982e-09,1.88866e-07,1.88894e-07,8.79,-9029.85,-9029.85,-1.61777e-08,9.62038e-10,-1.39947e-08,9.62038e-10,-1.70077e-08,6.65923e-09,-1.39947e-08,6.65923e-09,9.6358e-08,1.01578e-07,1
294,0,0,8.82,8.82,-3.24043e-09,1.28781e-09,1.89858e-07,1.8989e-07,8.82,-9029.85,-9029.85,-1.58147e-08,6.8259e-10,-1.45025e-08,6.8259e-10,-1.71113e-08,9.32823e-09,-1.45025e-08,9.32823e-09,9.32401e-08,9.91576e-08,1
295,0,0,8.85,8.85,-3.46451e-09,1.27469e-09,1.90848e-07,1.90883e-07,8.85,-9029.85,-9029.85,-1.54494e-08,4.02908e-10,-1.49972e-08,4.02908e-10,-1.72147e-08,1.19704e-08,-1.49972e-08,1.19704e-08,9.01234e-08,9.69226e-08,1
296,0,0,8.88,8.88,-3.67922e-09,1.32418e-09,1.93097e-07,1.93137e-07,8.88,-9029.85,-9029.85,-1.53671e-08,4.11308e-10,-1.5642e-08,4.11308e-10,-1.77111e-08,1.63162e-08,-1.5642e-08,1.63162e-08,8.77423e-08,9.62843e-08,1
297,0,0,8.91,8.91,-3.93181e-09,1.28588e-09,1.95275e-07,1.95319e-07,8.91,-9029.85,-9029.85,-1.54727e-08,4.10852e-10,-1.69769e-08,4.10852e-10,-1.80544e-08,1.61342e-08,-1.69769e-08,1.61342e-08,8.92641e-08,9.81369e-08,1
298,0,0,8.94,8.94,-4.2e-09,1.2696e-09,1.97451e-07,1.975e-07,8.94,-9029.85,-9029.85,-1.5662e-08,3.79229e-10,-1.89486e-08,3.79229e-10,-1.83086e-08,1.54827e-08,-1.89486e-08,1.54827e-08,9.12184e-08,1.00494e-07,1
299,0,0,8.97,8.97,-4.47988e-09,1.28717e-09,1.99752e-07,1.99806e-07,8.97,-9029.85,-9029.85,-1.59471e-08,3.47503e-10,-2.14974e-08,3.47503e-10,-1.85293e-08,1.4926e-08,-2.14974e-08,1.4926e-08,9.3388e-08,1.03388e-07,1
300,0,0,9,9,-4.77964e-09,1.35354e-09,2.01952e-07,2.02013e-07,9,-9029.85,-9029.85,-1.62553e-08,2.6136e-10,-2.40992e-08,2.6136e-10,-1.87562e-08,1.50601e-08,-2.40992e-08,1.50601e-08,9.53193e-08,1.06382e-07,1
301,0,0,9.03,9.03,-5.10894e-09,1.48738e-09,2.04091e-07,2.04161e-07,9.03,-9029.85,-9029.85,-1.66162e-08,9.87498e-11,-2.61367e-08,9.87498e-11,-1.9023e-08,1.6151e-08,-2.61367e-08,1.6151e-08,9.71327e-08,1.09365e-07,1
302,0,0,9.06,9.06,-5.39223e-09,1.62773e-09,2.05397e-07,2.05475e-07,9.06,-9029.85,-9029.85,-1.70951e-08,4.53369e-11,-2.6911e-08,4.53369e-11,-1.90085e-08,1.47313e-08,-2.6911e-08,1.47313e-08,9.89131e-08,1.10995e-07,1
303,0,0,9.09,9.09,-5.67441e-09,1.82855e-09,2.08239e-07,2.08324e-07,9.09,-9029.85,-9029.85,-1.78577e-08,-2.61565e-11,-2.76701e-08,-2.61565e-11,-1.91652e-08,1.46719e-08,-2.76701e-08,1.46719e-08,1.03081e-07,1.15211e-07,1
304,0,0,9.12,9.12,-5.95824e-09,2.03243e-09,2.11169e-07,2.11262e-07,9.12,-9029.85,-9029.85,-1.86313e-08,-1.01412e-10,-2.84598e-08,-1.01412e-10,-1.93363e-08,1.4737e-08,-2.84598e-08,1.4737e-08,1.07354e-07,1.19583e-07,1
305,0,0,9.15,9.15,-6.24207e-09,2.23632e-09,2.14098e-07,2.14201e-07,9.15,-9029.85,-9029.85,-1.94049e-08,-1.76668e-10,-2.92496e-08,-1.76668e-10,-1.95074e-08,1.48022e-08,-2.92496e-08,1.48022e-08,1.11626e-07,1.23963e-07,1
306,0,0,9.18,9.18,-6.51792e-09,2.43494e-09,2.16946e-07,2.17057e-07,9.18,-9029.85,-9029.85,-2.01678e-08,-2.43335e-10,-2.9898e-08,-2.43335e-10,-1.96618e-08,1.47661e-08,-2.9898e-08,1.47661e-08,1.1582e-07,1.28186e-07,1
307,0,0,9.21,9.21,-6.76151e-09,2.61168e-09,2.19456e-07,2.19576e-07,9.21,-9029.85,-9029.85,-2.08871e-08,-2.74583e-10,-2.99629e-08,-2.74583e-10,-1.97491e-08,1.4301e-08,-2.99629e-08,1.4301e-08,1.19694e-07,1.31749e-07,1
308,0,0,9.24,9.24,-7.04118e-09,2.79525e-09,2.22005e-07,2.22134e-07,9.24,-9029.85,-9029.85,-2.1552e-08,-3.00517e-10,-3.05187e-08,-3.00517e-10,-1.98755e-08,1.41824e-08,-3.05187e-08,1.41824e-08,1.23007e-07,1.35113e-07,1
309,0,0,9.27,9.27,-7.45147e-09,3.07617e-09,2.23644e-07,2.23789e-07,9.27,-9029.85,-9029.85,-2.12379e-08,-3.71405e-10,-3.07124e-08,-3.71405e-10,-2.00315e-08,1.42111e-08,-3.07124e-08,1.42111e-08,1.22912e-07,1.35093e-07,1
310,0,0,9.3,9.3,-7.86699e-09,3.33406e-09,2.24797e-07,2.24959e-07,9.3,-9029.85,-9029.85,-2.08642e-08,-3.14778e-10,-3.05363e-08,-3.14778e-10,-2.03416e-08,1.32599e-08,-3.05363e-08,1.32599e-08,1.22764e-07,1.34673e-07,1
311,0,0,9.33,9.33,-8.28258e-09,3.59217e-09,2.25948e-07,2.26128e-07,9.33,-9029.85,-9029.85,-2.04902e-08,-2.5779e-10,-3.03489e-08,-2.5779e-10,-2.06512e-08,1.2311e-08,-3.03489e-08,1.2311e-08,1.22606e-07,1.34253e-07,1
312,0,0,9.36,9.36,-8.69818e-09,3.85032e-09,2.27099e-07,2.27298e-07,9.36,-9029.85,-9029.85,-2.01162e-08,-2.00728e-10,-3.01591e-08,-2.00728e-10,-2.09607e-08,1.13624e-08,-3.01591e-08,1.13624e-08,1.22445e-07,1.33844e-07,1
313,0,0,9.39,9.39,-9.1138e-09,4.1085e-09,2.28251e-07,2.28469e-07,9.39,-9029.85,-9029.85,-1.97421e-08,-1.43637e-10,-2.99685e-08,-1.43637e-10,-2.12702e-08,1.0414e-08,-2.99685e-08,1.0414e-08,1.22284e-07,1.33449e-07,1
314,0,0,9.42,9.42,-9.58547e-09,4.44898e-09,2.31903e-07,2.32144e-07,9.42,-9029.85,-9029.85,-1.98587e-08,-4.79802e-11,-3.00538e-08,-4.79802e-11,-2.14769e-08,1.04876e-08,-3.00538e-08,1.04876e-08,1.2273e-07,1.33958e-07,1
315,0,0,9.45,9.45,-1.0069e-08,4.8105e-09,2.35977e-07,2.3624e-07,9.45,-9029.85,-9029.85,-2.00572e-08,6.5345e-11,-2.98486e-08,6.5345e-11,-2.1652e-08,1.08071e-08,-2.98486e-08,1.08071e-08,1.22972e-07,1.34197e-07,1
316,0,0,9.48,9.48,-1.01882e-08,5.0019e-09,2.37102e-07,2.37373e-07,9.48,-9029.85,-9029.85,-2.04353e-08,2.29823e-10,-2.51295e-08,2.29823e-10,-2.18612e-08,1.16766e-08,-2.51295e-08,1.16766e-08,1.23412e-07,1.32898e-07,1
317,0,0,9.51,9.51,-1.05024e-08,5.08816e-09,2.39454e-07,2.39738e-07,9.51,-9029.85,-9029.85,-2.10772e-08,4.60643e-10,-2.50312e-08,4.60643e-10,-2.23821e-08,1.11746e-08,-2.50312e-08,1.11746e-08,1.25416e-07,1.34824e-07,1
318,0,0,9.54,9.54,-1.07415e-08,5.08523e-09,2.42359e-07,2.42651e-07,9.54,-9029.85,-9029.85,-2.16252e-08,6.4484e-10,-2.56688e-08,6.4484e-10,-2.28387e-08,1.05764e-08,-2.56688e-08,1.05764e-08,1.27109e-07,1.36705e-07,1
319,0,0,9.57,9.57,-1.06118e-08,4.93281e-09,2.44789e-07,2.45069e-07,9.57,-9029.85,-9029.85,-2.19621e-08,8.62528e-10,-2.38642e-08,8.62528e-10,-2.29917e-08,1.02379e-08,-2.38642e-08,1.02379e-08,1.27691e-07,1.36624e-07,1
320,0,0,9.6,9.6,-1.03566e-08,4.73694e-09,2.47166e-07,2.47428e-07,9.6,-9029.85,-9029.85,-2.2452e-08,1.12111e-09,-2.12739e-08,1.12111e-09,-2.3117e-08,1.04708e-08,-2.12739e-08,1.04708e-08,1.28028e-07,1.36223e-07,1
321,0,0,9.63,9.63,-1.0058e-08,4.52717e-09,2.49416e-07,2.4966e-07,9.63,-9029.85,-9029.85,-2.30449e-08,1.41207e-09,-1.85424e-08,1.41207e-09,-2.32105e-08,1.08328e-08,-1.85424e-08,1.08328e-08,1.28274e-07,1.35832e-07,1
322,0,0,9.66,9.66,-9.71236e-09,4.28837e-09,2.51231e-07,2.51455e-07,9.66,-9029.85,-9029.85,-2.36486e-08,1.74656e-09,-1.62703e-08,1.74656e-09,-2.31466e-08,1.0703e-08,-1.62703e-08,1.0703e-08,1.28272e-07,1.35327e-07,1
323,0,0,9.69,9.69,-9.34943e-09,3.98969e-09,2.54965e-07,2.55168e-07,9.69,-9029.85,-9029.85,-2.38689e-08,1.78648e-09,-1.36693e-08,1.78648e-09,-2.31805e-08,1.07176e-08,-1.36693e-08,1.07176e-08,1.2748e-07,1.34044e-07,1
324,0,0,9.72,9.72,-8.60706e-09,3.6177e-09,2.57233e-07,2.57403e-07,9.72,-9029.85,-9029.85,-2.50699e-08,2.32682e-09,-7.90537e-09,2.32682e-09,-2.35213e-08,9.21593e-09,-7.90537e-09,9.21593e-09,1.28501e-07,1.34164e-07,1
325,0,0,9.75,9.75,-7.87626e-09,3.28445e-09,2.59226e-07,2.59367e-07,9.75,-9029.85,-9029.85,-2.59333e-08,2.96046e-09,-3.26985e-09,2.96046e-09,-2.39085e-08,8.17933e-09,-3.26985e-09,8.17933e-09,1.29227e-07,1.34598e-07,1
